protein_id	t6ss_system	source_acc	start	end	organism	component
T6CP015495	T6SS01224	NZ_CH902589	115804	117279	Vibrio alginolyticus 12G01	TssC
T6CP015496	T6SS01224	NZ_CH902589	117288	117794	Vibrio alginolyticus 12G01	TssB
T6CP015497	T6SS01224	NZ_CH902589	117821	119395	Vibrio alginolyticus 12G01	TssA
T6CP015498	T6SS01224	NZ_CH902589	119382	121382	Vibrio alginolyticus 12G01	TagE
T6CP015499	T6SS01224	NZ_CH902589	125429	127507	Vibrio alginolyticus 12G01	TssI
T6CP015500	T6SS01224	NZ_CH902589	127580	128098	Vibrio alginolyticus 12G01	TssD
T6CP015501	T6SS01224	NZ_CH902589	128555	131233	Vibrio alginolyticus 12G01	TssH
T6CP015502	T6SS01235	NZ_LMTD01000002	158416	158922	Vibrio vulnificus	TssB
T6CP015503	T6SS01235	NZ_LMTD01000002	158959	160434	Vibrio vulnificus	TssC
T6CP015504	T6SS01235	NZ_LMTD01000002	160437	160874	Vibrio vulnificus	TssE
T6CP015505	T6SS01235	NZ_LMTD01000002	160880	162649	Vibrio vulnificus	TssF
T6CP015506	T6SS01235	NZ_LMTD01000002	162613	163629	Vibrio vulnificus	TssG
T6CP015507	T6SS01235	NZ_LMTD01000002	163632	165101	Vibrio vulnificus	TagH
T6CP015508	T6SS01235	NZ_LMTD01000002	165104	165580	Vibrio vulnificus	TssJ
T6CP015509	T6SS01235	NZ_LMTD01000002	165587	166921	Vibrio vulnificus	TssK
T6CP015510	T6SS01235	NZ_LMTD01000002	166924	167697	Vibrio vulnificus	TssL
T6CP015511	T6SS01235	NZ_LMTD01000002	167723	170332	Vibrio vulnificus	TssH
T6CP015512	T6SS01235	NZ_LMTD01000002	170335	171936	Vibrio vulnificus	VasH
T6CP015513	T6SS01235	NZ_LMTD01000002	171906	172586	Vibrio vulnificus	VasI
T6CP015514	T6SS01235	NZ_LMTD01000002	172596	173999	Vibrio vulnificus	TssA
T6CP015515	T6SS01235	NZ_LMTD01000002	174060	177560	Vibrio vulnificus	TssM
T6CP015516	T6SS01235	NZ_LMTD01000002	177610	178872	Vibrio vulnificus	TssA
T6CP015517	T6SS01235	NZ_LMTD01000002	179429	179947	Vibrio vulnificus	TssD
T6CP015518	T6SS01235	NZ_LMTD01000002	180053	182116	Vibrio vulnificus	TssI
T6CP015521	T6SS01236	NZ_LMTD01000002	434133	436697	Vibrio vulnificus	TssH
T6CP015522	T6SS01236	NZ_LMTD01000002	436710	437675	Vibrio vulnificus	TssG
T6CP015523	T6SS01236	NZ_LMTD01000002	437672	439498	Vibrio vulnificus	TssF
T6CP015524	T6SS01236	NZ_LMTD01000002	439495	439968	Vibrio vulnificus	TssE
T6CP015525	T6SS01236	NZ_LMTD01000002	439965	440768	Vibrio vulnificus	ImpE
T6CP015526	T6SS01236	NZ_LMTD01000002	440779	442272	Vibrio vulnificus	TssC
T6CP015527	T6SS01236	NZ_LMTD01000002	442317	443810	Vibrio vulnificus	TssC
T6CP015528	T6SS01236	NZ_LMTD01000002	443822	444334	Vibrio vulnificus	TssB
T6CP015529	T6SS01236	NZ_LMTD01000002	444351	445484	Vibrio vulnificus	TssA
T6CP015530	T6SS01236	NZ_LMTD01000002	445484	446278	Vibrio vulnificus	PppA
T6CP015531	T6SS01236	NZ_LMTD01000002	446289	446984	Vibrio vulnificus	TagF
T6CP015532	T6SS01236	NZ_LMTD01000002	446966	450490	Vibrio vulnificus	TssM
T6CP015533	T6SS01236	NZ_LMTD01000002	450468	451796	Vibrio vulnificus	TssL
T6CP015534	T6SS01236	NZ_LMTD01000002	451805	453127	Vibrio vulnificus	TssK
T6CP015535	T6SS01236	NZ_LMTD01000002	453151	453606	Vibrio vulnificus	TssJ
T6CP015536	T6SS01236	NZ_LMTD01000002	453607	454824	Vibrio vulnificus	TagH
T6CP015537	T6SS01236	NZ_LMTD01000002	455140	457308	Vibrio vulnificus	PpkA
T6CP015538	T6SS01240	NZ_CP033023	1429744	1431159	Agrobacterium fabrum	TagF
T6CP015539	T6SS01240	NZ_CP033023	1431242	1434721	Agrobacterium fabrum	TssM
T6CP015540	T6SS01240	NZ_CP033023	1434718	1436223	Agrobacterium fabrum	TssL
T6CP015541	T6SS01240	NZ_CP033023	1436220	1437560	Agrobacterium fabrum	TssK
T6CP015542	T6SS01240	NZ_CP033023	1438760	1439764	Agrobacterium fabrum	TssG
T6CP015543	T6SS01240	NZ_CP033023	1439774	1441555	Agrobacterium fabrum	TssF
T6CP015544	T6SS01240	NZ_CP033023	1441548	1442057	Agrobacterium fabrum	TssE
T6CP015545	T6SS01240	NZ_CP033023	1442871	1444265	Agrobacterium fabrum	TssC
T6CP015546	T6SS01240	NZ_CP033023	1444320	1445801	Agrobacterium fabrum	TssC
T6CP015547	T6SS01240	NZ_CP033023	1445895	1446404	Agrobacterium fabrum	TssB
T6CP015548	T6SS01240	NZ_CP033023	1446470	1447525	Agrobacterium fabrum	TssA
T6CP015549	T6SS01240	NZ_CP033023	1447746	1450424	Agrobacterium fabrum	TssH
T6CP015550	T6SS01240	NZ_CP033023	1450482	1450958	Agrobacterium fabrum	TssD
T6CP015551	T6SS01240	NZ_CP033023	1451466	1451966	Agrobacterium fabrum	Tae4
T6CP015552	T6SS01240	NZ_CP033023	1451981	1454431	Agrobacterium fabrum	TssI
T6CP015553	T6SS01241	NZ_CP033032	1717106	1718506	Agrobacterium tumefaciens	TagF
T6CP015554	T6SS01241	NZ_CP033032	1718590	1722069	Agrobacterium tumefaciens	TssM
T6CP015555	T6SS01241	NZ_CP033032	1722066	1723568	Agrobacterium tumefaciens	TssL
T6CP015556	T6SS01241	NZ_CP033032	1723565	1724905	Agrobacterium tumefaciens	TssK
T6CP015557	T6SS01241	NZ_CP033032	1726105	1727109	Agrobacterium tumefaciens	TssG
T6CP015558	T6SS01241	NZ_CP033032	1727119	1728900	Agrobacterium tumefaciens	TssF
T6CP015559	T6SS01241	NZ_CP033032	1728893	1729402	Agrobacterium tumefaciens	TssE
T6CP015560	T6SS01241	NZ_CP033032	1730216	1731610	Agrobacterium tumefaciens	TssC
T6CP015561	T6SS01241	NZ_CP033032	1731667	1733148	Agrobacterium tumefaciens	TssC
T6CP015562	T6SS01241	NZ_CP033032	1733247	1733756	Agrobacterium tumefaciens	TssB
T6CP015563	T6SS01241	NZ_CP033032	1733825	1734877	Agrobacterium tumefaciens	TssA
T6CP015564	T6SS01241	NZ_CP033032	1735098	1737752	Agrobacterium tumefaciens	TssH
T6CP015565	T6SS01241	NZ_CP033032	1737810	1738286	Agrobacterium tumefaciens	TssD
T6CP015566	T6SS01241	NZ_CP033032	1738797	1739297	Agrobacterium tumefaciens	Tae4
T6CP015567	T6SS01241	NZ_CP033032	1739311	1741674	Agrobacterium tumefaciens	TssI
T6CP015568	T6SS01242	NZ_CP032922	2042910	2044322	Agrobacterium tumefaciens	TagF
T6CP015569	T6SS01242	NZ_CP032922	2044399	2047878	Agrobacterium tumefaciens	TssM
T6CP015570	T6SS01242	NZ_CP032922	2047875	2049386	Agrobacterium tumefaciens	TssL
T6CP015571	T6SS01242	NZ_CP032922	2049383	2050723	Agrobacterium tumefaciens	TssK
T6CP015572	T6SS01242	NZ_CP032922	2051923	2052927	Agrobacterium tumefaciens	TssG
T6CP015573	T6SS01242	NZ_CP032922	2052937	2054718	Agrobacterium tumefaciens	TssF
T6CP015574	T6SS01242	NZ_CP032922	2054711	2055220	Agrobacterium tumefaciens	TssE
T6CP015575	T6SS01242	NZ_CP032922	2056031	2057425	Agrobacterium tumefaciens	TssC
T6CP015576	T6SS01242	NZ_CP032922	2057481	2058962	Agrobacterium tumefaciens	TssC
T6CP015577	T6SS01242	NZ_CP032922	2059059	2059568	Agrobacterium tumefaciens	TssB
T6CP015578	T6SS01242	NZ_CP032922	2059634	2060689	Agrobacterium tumefaciens	TssA
T6CP015579	T6SS01242	NZ_CP032922	2060910	2063579	Agrobacterium tumefaciens	TssH
T6CP015580	T6SS01242	NZ_CP032922	2063637	2064113	Agrobacterium tumefaciens	TssD
T6CP015581	T6SS01242	NZ_CP032922	2064623	2065123	Agrobacterium tumefaciens	Tae4
T6CP015582	T6SS01242	NZ_CP032922	2065137	2067248	Agrobacterium tumefaciens	TssI
T6CP015583	T6SS01243	NZ_CP033035	1420086	1421501	Agrobacterium fabrum	TagF
T6CP015584	T6SS01243	NZ_CP033035	1421584	1425063	Agrobacterium fabrum	TssM
T6CP015585	T6SS01243	NZ_CP033035	1425060	1426565	Agrobacterium fabrum	TssL
T6CP015586	T6SS01243	NZ_CP033035	1426562	1427902	Agrobacterium fabrum	TssK
T6CP015587	T6SS01243	NZ_CP033035	1429102	1430106	Agrobacterium fabrum	TssG
T6CP015588	T6SS01243	NZ_CP033035	1430116	1431897	Agrobacterium fabrum	TssF
T6CP015589	T6SS01243	NZ_CP033035	1431890	1432399	Agrobacterium fabrum	TssE
T6CP015590	T6SS01243	NZ_CP033035	1433213	1434607	Agrobacterium fabrum	TssC
T6CP015591	T6SS01243	NZ_CP033035	1434662	1436143	Agrobacterium fabrum	TssC
T6CP015592	T6SS01243	NZ_CP033035	1436237	1436746	Agrobacterium fabrum	TssB
T6CP015593	T6SS01243	NZ_CP033035	1436812	1437867	Agrobacterium fabrum	TssA
T6CP015594	T6SS01243	NZ_CP033035	1438088	1440766	Agrobacterium fabrum	TssH
T6CP015595	T6SS01243	NZ_CP033035	1440824	1441300	Agrobacterium fabrum	TssD
T6CP015596	T6SS01243	NZ_CP033035	1441808	1442308	Agrobacterium fabrum	Tae4
T6CP015597	T6SS01243	NZ_CP033035	1442323	1444587	Agrobacterium fabrum	TssI
T6CP015598	T6SS01244	NZ_CP032927	1440614	1442014	Agrobacterium tumefaciens	TagF
T6CP015599	T6SS01244	NZ_CP032927	1442099	1445575	Agrobacterium tumefaciens	TssM
T6CP015600	T6SS01244	NZ_CP032927	1445572	1447074	Agrobacterium tumefaciens	TssL
T6CP015601	T6SS01244	NZ_CP032927	1447071	1448411	Agrobacterium tumefaciens	TssK
T6CP015602	T6SS01244	NZ_CP032927	1449611	1450615	Agrobacterium tumefaciens	TssG
T6CP015603	T6SS01244	NZ_CP032927	1450625	1452406	Agrobacterium tumefaciens	TssF
T6CP015604	T6SS01244	NZ_CP032927	1452399	1452908	Agrobacterium tumefaciens	TssE
T6CP015605	T6SS01244	NZ_CP032927	1453722	1455116	Agrobacterium tumefaciens	TssC
T6CP015606	T6SS01244	NZ_CP032927	1455173	1456654	Agrobacterium tumefaciens	TssC
T6CP015607	T6SS01244	NZ_CP032927	1456753	1457262	Agrobacterium tumefaciens	TssB
T6CP015608	T6SS01244	NZ_CP032927	1457330	1458382	Agrobacterium tumefaciens	TssA
T6CP015609	T6SS01244	NZ_CP032927	1458603	1461257	Agrobacterium tumefaciens	TssH
T6CP015610	T6SS01244	NZ_CP032927	1461315	1461791	Agrobacterium tumefaciens	TssD
T6CP015611	T6SS01244	NZ_CP032927	1462302	1462802	Agrobacterium tumefaciens	Tae4
T6CP015612	T6SS01244	NZ_CP032927	1462816	1465080	Agrobacterium tumefaciens	TssI
T6CP015613	T6SS01245	NZ_CP032918	1999377	2000789	Agrobacterium tumefaciens	TagF
T6CP015614	T6SS01245	NZ_CP032918	2000872	2004351	Agrobacterium tumefaciens	TssM
T6CP015615	T6SS01245	NZ_CP032918	2004348	2005859	Agrobacterium tumefaciens	TssL
T6CP015616	T6SS01245	NZ_CP032918	2005856	2007196	Agrobacterium tumefaciens	TssK
T6CP015617	T6SS01245	NZ_CP032918	2008396	2009400	Agrobacterium tumefaciens	TssG
T6CP015618	T6SS01245	NZ_CP032918	2009410	2011191	Agrobacterium tumefaciens	TssF
T6CP015619	T6SS01245	NZ_CP032918	2011184	2011693	Agrobacterium tumefaciens	TssE
T6CP015620	T6SS01245	NZ_CP032918	2012507	2013901	Agrobacterium tumefaciens	TssC
T6CP015621	T6SS01245	NZ_CP032918	2013957	2015438	Agrobacterium tumefaciens	TssC
T6CP015622	T6SS01245	NZ_CP032918	2015532	2016041	Agrobacterium tumefaciens	TssB
T6CP015623	T6SS01245	NZ_CP032918	2016107	2017162	Agrobacterium tumefaciens	TssA
T6CP015624	T6SS01245	NZ_CP032918	2017383	2020052	Agrobacterium tumefaciens	TssH
T6CP015625	T6SS01245	NZ_CP032918	2020110	2020586	Agrobacterium tumefaciens	TssD
T6CP015626	T6SS01245	NZ_CP032918	2021095	2021595	Agrobacterium tumefaciens	Tae4
T6CP015627	T6SS01245	NZ_CP032918	2021609	2023762	Agrobacterium tumefaciens	TssI
T6CP015628	T6SS01246	NZ_CP033028	2000609	2002021	Agrobacterium tumefaciens	TagF
T6CP015629	T6SS01246	NZ_CP033028	2002104	2005583	Agrobacterium tumefaciens	TssM
T6CP015630	T6SS01246	NZ_CP033028	2005580	2007091	Agrobacterium tumefaciens	TssL
T6CP015631	T6SS01246	NZ_CP033028	2007088	2008428	Agrobacterium tumefaciens	TssK
T6CP015632	T6SS01246	NZ_CP033028	2009628	2010632	Agrobacterium tumefaciens	TssG
T6CP015633	T6SS01246	NZ_CP033028	2010642	2012423	Agrobacterium tumefaciens	TssF
T6CP015634	T6SS01246	NZ_CP033028	2012416	2012925	Agrobacterium tumefaciens	TssE
T6CP015635	T6SS01246	NZ_CP033028	2013739	2015133	Agrobacterium tumefaciens	TssC
T6CP015636	T6SS01246	NZ_CP033028	2015189	2016670	Agrobacterium tumefaciens	TssC
T6CP015637	T6SS01246	NZ_CP033028	2016764	2017273	Agrobacterium tumefaciens	TssB
T6CP015638	T6SS01246	NZ_CP033028	2017339	2018394	Agrobacterium tumefaciens	TssA
T6CP015639	T6SS01246	NZ_CP033028	2018615	2021284	Agrobacterium tumefaciens	TssH
T6CP015640	T6SS01246	NZ_CP033028	2021342	2021818	Agrobacterium tumefaciens	TssD
T6CP015641	T6SS01246	NZ_CP033028	2022327	2022827	Agrobacterium tumefaciens	Tae4
T6CP015642	T6SS01246	NZ_CP033028	2022841	2024994	Agrobacterium tumefaciens	TssI
T6CP015643	T6SS01247	NZ_JTGR01000038	206703	208226	Vibrio parahaemolyticus	PAAR
T6CP015644	T6SS01247	NZ_JTGR01000038	208376	209167	Vibrio parahaemolyticus	TssL
T6CP015645	T6SS01247	NZ_JTGR01000038	209164	210489	Vibrio parahaemolyticus	TssK
T6CP015646	T6SS01247	NZ_JTGR01000038	210501	211001	Vibrio parahaemolyticus	TssJ
T6CP015647	T6SS01247	NZ_JTGR01000038	210994	212508	Vibrio parahaemolyticus	TagH
T6CP015648	T6SS01247	NZ_JTGR01000038	213637	214932	Vibrio parahaemolyticus	TagA
T6CP015649	T6SS01247	NZ_JTGR01000038	214954	218343	Vibrio parahaemolyticus	TssM
T6CP015650	T6SS01247	NZ_JTGR01000038	218892	219890	Vibrio parahaemolyticus	TssG
T6CP015651	T6SS01247	NZ_JTGR01000038	219887	221635	Vibrio parahaemolyticus	TssF
T6CP015652	T6SS01247	NZ_JTGR01000038	221646	222056	Vibrio parahaemolyticus	TssE
T6CP015653	T6SS01247	NZ_JTGR01000038	222118	223593	Vibrio parahaemolyticus	TssC
T6CP015654	T6SS01247	NZ_JTGR01000038	223602	224108	Vibrio parahaemolyticus	TssB
T6CP015655	T6SS01247	NZ_JTGR01000038	224135	225709	Vibrio parahaemolyticus	TssA
T6CP015656	T6SS01247	NZ_JTGR01000038	225709	227712	Vibrio parahaemolyticus	TagE
T6CP015657	T6SS01247	NZ_JTGR01000038	231739	233817	Vibrio parahaemolyticus	TssI
T6CP015658	T6SS01247	NZ_JTGR01000038	233890	234408	Vibrio parahaemolyticus	TssD
T6CP015659	T6SS01247	NZ_JTGR01000038	234863	237535	Vibrio parahaemolyticus	TssH
T6CP015661	T6SS01250	NZ_NNJE01000049	2540	3505	Vibrio parahaemolyticus	TssG
T6CP015662	T6SS01250	NZ_NNJE01000049	3502	5325	Vibrio parahaemolyticus	TssF
T6CP015663	T6SS01250	NZ_NNJE01000049	5322	5786	Vibrio parahaemolyticus	TssE
T6CP015664	T6SS01250	NZ_NNJE01000049	6603	8114	Vibrio parahaemolyticus	TssC
T6CP015665	T6SS01250	NZ_NNJE01000049	8170	9663	Vibrio parahaemolyticus	TssC
T6CP015666	T6SS01250	NZ_NNJE01000049	9663	10193	Vibrio parahaemolyticus	TssB
T6CP015667	T6SS01250	NZ_NNJE01000049	10209	11330	Vibrio parahaemolyticus	TssA
T6CP015668	T6SS01250	NZ_NNJE01000049	12126	12821	Vibrio parahaemolyticus	TagF
T6CP015669	T6SS01250	NZ_NNJE01000049	12803	16321	Vibrio parahaemolyticus	TssM
T6CP015670	T6SS01250	NZ_NNJE01000049	16337	17629	Vibrio parahaemolyticus	TssL
T6CP015671	T6SS01250	NZ_NNJE01000049	17641	18966	Vibrio parahaemolyticus	TssK
T6CP015672	T6SS01250	NZ_NNJE01000049	18988	19443	Vibrio parahaemolyticus	TssJ
T6CP015673	T6SS01250	NZ_NNJE01000049	19453	20649	Vibrio parahaemolyticus	TagH
T6CP015674	T6SS01251	NZ_NNJE01000075	1500	4889	Vibrio parahaemolyticus	TssM
T6CP015675	T6SS01251	NZ_NNJE01000075	5438	6436	Vibrio parahaemolyticus	TssG
T6CP015676	T6SS01251	NZ_NNJE01000075	6433	8181	Vibrio parahaemolyticus	TssF
T6CP015677	T6SS01251	NZ_NNJE01000075	8192	8602	Vibrio parahaemolyticus	TssE
T6CP015678	T6SS01251	NZ_NNJE01000075	8664	10139	Vibrio parahaemolyticus	TssC
T6CP015679	T6SS01251	NZ_NNJE01000075	10148	10654	Vibrio parahaemolyticus	TssB
T6CP015680	T6SS01251	NZ_NNJE01000075	10681	12255	Vibrio parahaemolyticus	TssA
T6CP015681	T6SS01251	NZ_NNJE01000075	18285	20363	Vibrio parahaemolyticus	TssI
T6CP015682	T6SS01251	NZ_NNJE01000075	20436	20954	Vibrio parahaemolyticus	TssD
T6CP015683	T6SS01252	NZ_NNQJ01000119	69	524	Vibrio parahaemolyticus	TssJ
T6CP015684	T6SS01252	NZ_NNQJ01000119	546	1871	Vibrio parahaemolyticus	TssK
T6CP015685	T6SS01252	NZ_NNQJ01000119	1883	3175	Vibrio parahaemolyticus	TssL
T6CP015686	T6SS01252	NZ_NNQJ01000119	3191	6709	Vibrio parahaemolyticus	TssM
T6CP015687	T6SS01252	NZ_NNQJ01000119	6691	7386	Vibrio parahaemolyticus	TagF
T6CP015688	T6SS01252	NZ_NNQJ01000119	8182	9303	Vibrio parahaemolyticus	TssA
T6CP015689	T6SS01252	NZ_NNQJ01000119	9319	9849	Vibrio parahaemolyticus	TssB
T6CP015690	T6SS01252	NZ_NNQJ01000119	9849	11342	Vibrio parahaemolyticus	TssC
T6CP015691	T6SS01252	NZ_NNQJ01000119	11398	12909	Vibrio parahaemolyticus	TssC
T6CP015692	T6SS01252	NZ_NNQJ01000119	13726	14190	Vibrio parahaemolyticus	TssE
T6CP015693	T6SS01252	NZ_NNQJ01000119	14187	16010	Vibrio parahaemolyticus	TssF
T6CP015694	T6SS01252	NZ_NNQJ01000119	16007	16972	Vibrio parahaemolyticus	TssG
T6CP015696	T6SS01253	NZ_MYFF01000494	7384	9219	Vibrio parahaemolyticus	TssI
T6CP015697	T6SS01253	NZ_MYFF01000494	9277	9756	Vibrio parahaemolyticus	TssD
T6CP015698	T6SS01253	NZ_MYFF01000494	9962	12529	Vibrio parahaemolyticus	TssH
T6CP015699	T6SS01253	NZ_MYFF01000494	12540	13505	Vibrio parahaemolyticus	TssG
T6CP015700	T6SS01253	NZ_MYFF01000494	13502	15325	Vibrio parahaemolyticus	TssF
T6CP015701	T6SS01253	NZ_MYFF01000494	15322	15786	Vibrio parahaemolyticus	TssE
T6CP015702	T6SS01253	NZ_MYFF01000494	16603	18114	Vibrio parahaemolyticus	TssC
T6CP015703	T6SS01253	NZ_MYFF01000494	18170	19663	Vibrio parahaemolyticus	TssC
T6CP015704	T6SS01253	NZ_MYFF01000494	19663	20193	Vibrio parahaemolyticus	TssB
T6CP015705	T6SS01253	NZ_MYFF01000494	20209	21330	Vibrio parahaemolyticus	TssA
T6CP015706	T6SS01253	NZ_MYFF01000494	22126	22821	Vibrio parahaemolyticus	TagF
T6CP015707	T6SS01253	NZ_MYFF01000494	22803	26321	Vibrio parahaemolyticus	TssM
T6CP015708	T6SS01253	NZ_MYFF01000494	26337	27629	Vibrio parahaemolyticus	TssL
T6CP015709	T6SS01253	NZ_MYFF01000494	27641	28966	Vibrio parahaemolyticus	TssK
T6CP015710	T6SS01253	NZ_MYFF01000494	28988	29443	Vibrio parahaemolyticus	TssJ
T6CP015711	T6SS01253	NZ_MYFF01000494	29453	30649	Vibrio parahaemolyticus	TagH
T6CP015712	T6SS01254	NZ_MYFF01000478	10921	13599	Vibrio parahaemolyticus	TssH
T6CP015713	T6SS01254	NZ_MYFF01000478	14054	14572	Vibrio parahaemolyticus	TssD
T6CP015714	T6SS01254	NZ_MYFF01000478	14645	16723	Vibrio parahaemolyticus	TssI
T6CP015715	T6SS01254	NZ_MYFF01000478	22753	24327	Vibrio parahaemolyticus	TssA
T6CP015716	T6SS01254	NZ_MYFF01000478	24354	24860	Vibrio parahaemolyticus	TssB
T6CP015717	T6SS01254	NZ_MYFF01000478	24869	26344	Vibrio parahaemolyticus	TssC
T6CP015718	T6SS01254	NZ_MYFF01000478	26406	26816	Vibrio parahaemolyticus	TssE
T6CP015719	T6SS01254	NZ_MYFF01000478	26827	28575	Vibrio parahaemolyticus	TssF
T6CP015720	T6SS01254	NZ_MYFF01000478	28572	29570	Vibrio parahaemolyticus	TssG
T6CP015721	T6SS01254	NZ_MYFF01000478	30119	33508	Vibrio parahaemolyticus	TssM
T6CP015722	T6SS01258	NC_021290	1311382	1311900	Aeromonas hydrophila ML09-119	TssD
T6CP015723	T6SS01258	NC_021290	1312385	1315165	Aeromonas hydrophila ML09-119	TssI
T6CP015724	T6SS01259	NC_021290	2201982	2202500	Aeromonas hydrophila ML09-119	TssD
T6CP015725	T6SS01259	NC_021290	2202778	2204826	Aeromonas hydrophila ML09-119	TssI
T6CP015726	T6SS01261	NC_021911	489772	491139	Rhizobium etli bv. mimosae str. Mim1	TagF
T6CP015727	T6SS01261	NC_021911	491148	494624	Rhizobium etli bv. mimosae str. Mim1	TssM
T6CP015728	T6SS01261	NC_021911	494624	496162	Rhizobium etli bv. mimosae str. Mim1	TssL
T6CP015729	T6SS01261	NC_021911	496159	497499	Rhizobium etli bv. mimosae str. Mim1	TssK
T6CP015730	T6SS01261	NC_021911	498684	499685	Rhizobium etli bv. mimosae str. Mim1	TssG
T6CP015731	T6SS01261	NC_021911	499706	501487	Rhizobium etli bv. mimosae str. Mim1	TssF
T6CP015732	T6SS01261	NC_021911	501480	501989	Rhizobium etli bv. mimosae str. Mim1	TssE
T6CP015733	T6SS01261	NC_021911	502809	504197	Rhizobium etli bv. mimosae str. Mim1	TssC
T6CP015734	T6SS01261	NC_021911	504268	505749	Rhizobium etli bv. mimosae str. Mim1	TssC
T6CP015735	T6SS01261	NC_021911	505879	506403	Rhizobium etli bv. mimosae str. Mim1	TssB
T6CP015736	T6SS01261	NC_021911	506486	507628	Rhizobium etli bv. mimosae str. Mim1	TssA
T6CP015737	T6SS01261	NC_021911	507781	510540	Rhizobium etli bv. mimosae str. Mim1	TssH
T6CP015738	T6SS01261	NC_021911	510582	511058	Rhizobium etli bv. mimosae str. Mim1	TssD
T6CP015739	T6SS01261	NC_021911	513253	515517	Rhizobium etli bv. mimosae str. Mim1	TssI
T6CP259643	T6SS01262	NZ_MYFG01000475	22753	24327	Vibrio parahaemolyticus	TssA
T6CP259644	T6SS01262	NZ_MYFG01000475	24354	24860	Vibrio parahaemolyticus	TssB
T6CP259645	T6SS01262	NZ_MYFG01000475	24869	26344	Vibrio parahaemolyticus	TssC
T6CP259646	T6SS01262	NZ_MYFG01000475	26406	26816	Vibrio parahaemolyticus	TssE
T6CP259647	T6SS01262	NZ_MYFG01000475	26827	28575	Vibrio parahaemolyticus	TssF
T6CP259648	T6SS01262	NZ_MYFG01000475	28572	29570	Vibrio parahaemolyticus	TssG
T6CP259649	T6SS01262	NZ_MYFG01000475	30119	33508	Vibrio parahaemolyticus	TssM
T6CP259650	T6SS01262	NZ_MYFG01000475	33530	34825	Vibrio parahaemolyticus	TssA
T6CP259651	T6SS01262	NZ_MYFG01000475	37461	37961	Vibrio parahaemolyticus	TssJ
T6CP259652	T6SS01262	NZ_MYFG01000475	37973	39298	Vibrio parahaemolyticus	TssK
T6CP259653	T6SS01262	NZ_MYFG01000475	39295	40086	Vibrio parahaemolyticus	TssL
T6CP015741	T6SS01264	NZ_JWLO01000001	563798	565726	Serratia marcescens	TssI
T6CP015742	T6SS01264	NZ_JWLO01000001	567351	570005	Serratia marcescens	TssH
T6CP015743	T6SS01264	NZ_JWLO01000001	570062	571132	Serratia marcescens	TssG
T6CP015744	T6SS01264	NZ_JWLO01000001	571129	573015	Serratia marcescens	TssF
T6CP015745	T6SS01264	NZ_JWLO01000001	573020	573595	Serratia marcescens	TssE
T6CP015746	T6SS01264	NZ_JWLO01000001	573598	574401	Serratia marcescens	TagJ
T6CP015747	T6SS01264	NZ_JWLO01000001	576223	577953	Serratia marcescens	TagH
T6CP015748	T6SS01264	NZ_JWLO01000001	579969	580451	Serratia marcescens	TssD
T6CP015749	T6SS01264	NZ_JWLO01000001	581689	583194	Serratia marcescens	TssC
T6CP015750	T6SS01264	NZ_JWLO01000001	583198	583734	Serratia marcescens	TssB
T6CP015751	T6SS01264	NZ_JWLO01000001	583856	584887	Serratia marcescens	TssA
T6CP015752	T6SS01264	NZ_JWLO01000001	584911	585630	Serratia marcescens	TagF
T6CP015753	T6SS01264	NZ_JWLO01000001	585649	589284	Serratia marcescens	TssM
T6CP015754	T6SS01264	NZ_JWLO01000001	589284	590486	Serratia marcescens	TssL
T6CP015755	T6SS01264	NZ_JWLO01000001	590508	591854	Serratia marcescens	TssK
T6CP015756	T6SS01264	NZ_JWLO01000001	591895	592425	Serratia marcescens	TssJ
T6CP015757	T6SS01264	NZ_JWLO01000001	598864	601203	Serratia marcescens	TssI
T6CP015758	T6SS01265	AYPW01000191	2	343	Burkholderia glumae 336gr-1	TssB
T6CP015759	T6SS01265	AYPW01000191	358	1848	Burkholderia glumae 336gr-1	TssC
T6CP015760	T6SS01265	AYPW01000191	1926	2429	Burkholderia glumae 336gr-1	TssD
T6CP015761	T6SS01265	AYPW01000191	2507	2989	Burkholderia glumae 336gr-1	TssE
T6CP015762	T6SS01265	AYPW01000191	3082	4920	Burkholderia glumae 336gr-1	TssF
T6CP015763	T6SS01265	AYPW01000191	4884	5981	Burkholderia glumae 336gr-1	TssG
T6CP015764	T6SS01265	AYPW01000191	6047	8161	Burkholderia glumae 336gr-1	TssH
T6CP015825	T6SS01273	NZ_CP064352	850912	852252	Klebsiella pneumoniae subsp. pneumoniae ATCC 43816	TssK
T6CP015826	T6SS01273	NZ_CP064352	852249	852902	Klebsiella pneumoniae subsp. pneumoniae ATCC 43816	TssL
T6CP015827	T6SS01273	NZ_CP064352	855062	857761	Klebsiella pneumoniae subsp. pneumoniae ATCC 43816	TssI
T6CP015828	T6SS01273	NZ_CP064352	870661	874056	Klebsiella pneumoniae subsp. pneumoniae ATCC 43816	VasK
T6CP015829	T6SS01273	NZ_CP064352	874190	875953	Klebsiella pneumoniae subsp. pneumoniae ATCC 43816	TssF
T6CP015830	T6SS01273	NZ_CP064352	875983	876999	Klebsiella pneumoniae subsp. pneumoniae ATCC 43816	TssG
T6CP015831	T6SS01273	NZ_CP064352	876980	877516	Klebsiella pneumoniae subsp. pneumoniae ATCC 43816	TssJ
